id|标题|年份|一句话|图片文件名(序号:名)
phi_spinoza|斯宾诺莎 · 神即自然|1677|神不在世界之外发号施令,神就是世界本身运行的必然规律。|0:Spinoza.jpg ;; 1:Spinoza_Nicolas_Dings_Zwanenburgwal_Amsterdam.JPG ;; 2:Jodenbreestraat_Amsterdam_from_a_map_of_1625.png
ren_huguenot|胡格诺教徒离散|1685|国王一道诏书收回宽容,却把一整批技术工匠送给了对手。|0:Croix_huguenote.svg ;; 1:Calvin.png ;; 2:Croix_Huguenote.jpg
phi_locke|洛克 · 白板说与政府论|1689|心灵生来是一块白板,经验才在上面写下所有观念。|0:Godfrey_Kneller_-_Portrait_of_John_Locke_(Hermitage).jpg ;; 1:Locke_sig.png ;; 2:Locke-John-LOC.jpg
pol_english_bill_rights|英国权利法案|1689|议会请国王夫妇来即位,条件是先在合同上签字放权。|0:English_Bill_of_Rights_of_1689.jpg
pol_asante_kingdom|阿散蒂联盟政治|1701|一张金凳子被奉为国魂,几个部落靠它拧成了一个王国。|0:Flag_of_Ashanti.svg ;; 1:Gold_Coast_Map_1896.jpg
phi_hume|休谟 · 因果的习惯|1739|太阳明天会升起不是逻辑必然,只是我们看多了习惯性相信。|0:Allan_Ramsay_-_David_Hume,_1711_-_1776._Historian_and_philosopher_-_PG_3521_-_National_Galleries_of_Scotland.jpg ;; 1:Allan_Ramsay_-_David_Hume,_1711_-_1776._Historian_and_philosopher_-_Google_Art_Project.jpg ;; 2:Old_Calton_David_Hume.jpg
rel_wahhabi|瓦哈比运动|1744|一位学者和一位酋长握手,约定用最严格的一神论重塑半岛——后来那个约定建成了一个国家。|0:Ahlul_Sunnah.png
pol_comanche_empire|科曼奇北美平原权力体|1750|没有首都也没有官僚,一群骑马的猎人却让殖民帝国绕道走。|0:Comanche_portraits.jpg ;; 1:Comanche_portraits.jpg
phi_dai_zhen|戴震 · 以理杀人之辨|1777|礼教吃人不是礼教本身的错,是有人拿"理"当刀子在杀人。|0:Dai_Zhen.png ;; 1:Daizhen.jpg
pol_haiti_revolution|海地革命|1791|奴隶自己动手,把种植园殖民地变成了世界第一个黑人共和国。|0:Battle_for_Palm_Tree_Hill.jpg
rel_vodou_haiti|海地伏都教|1791|一场雨林里的宗教仪式点燃了起义的火种,烧出了美洲第一个黑人共和国。|0:Voodoo_altar_in_Tropenmuseum.jpg
phi_hegel|黑格尔 · 辩证法与精神|1807|历史不是杂乱的偶然,是绝对精神通过矛盾不断认识自己的过程。|0:Jakob_Schlesinger_-_Hegel_1831.jpg
pol_congress_vienna|维也纳会议与均势体系|1815|战胜国关起门来重画地图,只为让下一场大战晚点到来。|0:Europe_1815_map_en.png ;; 1:Congress_of_Vienna.PNG
pol_zulu_kingdom|祖鲁王国军事政制|1816|一位年轻酋长改了作战队形,整个南部非洲的势力版图就此洗牌。|0:Conjectural_flag_of_Zululand_(1884-1897)_by_Roberto_Breschi_taken_from_The_South_African_Flag_Book_by_A.P.Burgers.png ;; 1:KingShaka.jpg ;; 2:Zuluchargegutt.jpg
ren_metis_canada|梅蒂人 · 加拿大混血民族|1816|皮毛贸易生下的族群,打赢过一场仗才换来宪法里的名分。|0:A_Métis_man_and_his_two_wives,_circa_1825-1826.jpg
phi_schopenhauer|叔本华 · 生存意志|1818|世界的内核不是理性,是一股盲目、永不满足的求生意志在推动一切。|0:Arthur_Schopenhauer_by_J_Schäfer,_1859b.jpg
pol_bolivar_independence|玻利瓦尔与拉美独立战争|1819|一个人骑马跨越安第斯山,身后跟着好几个即将诞生的国家。|0:Simón_Bolívar._Toro_Moreno,_Luis._1922,_Legislative_Palace,_La_Paz.png ;; 1:Bolivarmemorial01.jpg ;; 2:EstatuaDelLibertadorEnLaPlazaBolivar2004-6.jpg
phi_positivism_comte|孔德 · 实证主义与社会学|1830|知识从神学、形而上学一路进化到实证科学,社会本身也能被这样研究。|0:Auguste_Comte_daguerreotype.jpeg
rel_mormon_founding|摩门教创立|1830|一本刻在金页片上的“新大陆圣经”——美国本土第一次长出自己的先知传统。|0:Slc_mormon_tempel.jpg ;; 1:Slc_mormon_tempel.jpg ;; 2:Chinese_triple_combination_(Book_of_Mormon,_Doctrine_&_Convenants,_Pearl_of_Great_Price).jpg
pol_ottoman_tanzimat|奥斯曼坦志麦特改革|1839|帝国宣布境内臣民不分信仰一律平等,试图用改革续命。|0:Edict_of_Gülhane.jpg ;; 1:MahmutII.jpg ;; 2:Sultan_Abdülmecid_-_Google_Art_Project.jpg
phi_kierkegaard|克尔凯郭尔 · 信仰之跃|1843|理性没法证明该不该信仰,那一步只能靠纵身一跃自己迈过去。|0:Søren_Kierkegaard_(1813-1855)_-_(cropped).jpg ;; 1:Søren_Kierkegaard's_family2.jpg ;; 2:Kierkegaard_influences.jpg
ren_qiaopi|侨批网络|1850|一封信捎着一沓钱,潮汕人靠水客把整个家族网养活百年。|0:侨批1.jpg ;; 1:侨批2.jpg
pol_indian_rebellion_1857|印度民族大起义|1857|士兵拒绝咬开一发涂了油脂的子弹,一整个殖民统治体系应声动摇。|0:Capture_of_Delhi,_1857..jpg ;; 1:SepoyMutiny.jpg ;; 2:North_Gateway_-_Rear_Side_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4480-4481.JPG
rel_bahai|巴哈伊信仰|1863|所有先知说的其实是同一件事——一神论历史上最直白的一次“求同”宣言。|0:BahaiTempleChicago1.JPG ;; 1:Wilmette_how_side.jpg ;; 2:Shrine_Bab_North_West.jpg
pol_us_civil_war_13th|美国内战与废奴修正案|1865|一场内战打完,宪法第一次把"人不能是财产"写进正文。|0:Greater_coat_of_arms_of_the_United_States.svg ;; 1:13th_Amendment_Pg1of1_AC.jpg ;; 2:Cicatrices_de_flagellation_sur_un_esclave.jpg
pol_meiji_restoration|明治维新|1868|武士自己动手废掉武士特权,只为让国家不被列强吞掉。|0:Stonewall-Kotetsu.jpg ;; 1:Black_and_white_photo_of_emperor_Meiji_of_Japan.jpg ;; 2:Tokyo_hoheikosho.jpg
rel_theosophy|神智学|1875|一位俄国灵媒宣称接通了喜马拉雅隐世大师——把东方宗教包装成了西方时髦货。|0:Koothoomi.jpg ;; 1:Moryaportrait.jpg
phi_pragmatism|实用主义 · 实效准则|1878|一个概念的全部意义,就是它在实践中带来的效果,别无其他。|0:Pragmatists-Peirce,James,Dewey,Mead.JPG
ren_chinatown|唐人街侨社自治|1882|排华法案把大门焊死,侨社却在门内建起了一整套自治政府。|0:Chinatown_manhattan_2009.JPG
phi_nietzsche|尼采 · 上帝已死|1883|上帝已死,旧道德失去了靠山,人得自己给自己的价值签字。|0:Nietzsche187a.jpg
pol_berlin_conference|柏林会议瓜分非洲|1884|十几个欧洲国家围着地图分蛋糕,桌上没有一个非洲人。|0:Afrikakonferenz.jpg
rel_ahmadiyya|艾哈迈迪亚运动|1889|自称是等待已久的救世主,却因此被主流教派逐出伊斯兰的大门。|0:Hadhrat_Mirza_Ghulam_Ahmad2.jpg
rel_ghost_dance|幽灵舞运动|1890|围成圈跳一种舞就能唤回祖先、赶走殖民者——绝境中的一次宗教总动员。|0:Ghost_Dance_at_Pine_Ridge.png ;; 1:Wovoka_Paiute_Shaman.jpg ;; 2:Ghost_dance.jpg
ren_ellis_island|移民甄别站|1892|自由女神像脚下,一道体检和问询决定了谁能留下。|0:Ellis_island_air_photo.jpg ;; 1:Ellis_Island_photo_D_Ramey_Logan.jpg ;; 2:Ellis_Island_Entrance.JPG
rel_vivekananda|辨喜与印度教复兴|1897|在美国一鸣惊人后回国办教团——印度教第一次学会向世界推销自己。|0:Swami_Vivekananda-1893-09-signed.jpg ;; 1:Ramakrishna_1883_image.jpg ;; 2:Bhuvaneshwari-Devi-1841-1911.jpg
rel_secularization|世俗化 · 政教分离|1905|国家宣布不再有官方信仰——政府第一次公开对所有宗教一视同仁地保持距离。|0:Loi_de_séparation_des_églises_et_de_l’État._Page_1_-_Archives_Nationales_-_AE-II-2991.jpg
phi_husserl|现象学 · 回到事物本身|1913|把关于世界是否真实的预设先悬置起来,老实描述意识里显现了什么。|0:Edmund_Husserl_1910s.jpg
ren_armenian_diaspora|亚美尼亚大离散|1915|故土只剩零星几处,教堂和字母却把散落世界的人系在一起。|0:Flag_of_Armenia.svg ;; 1:AhuR-Persepolis.jpg ;; 2:Armenian_Empire.png
rel_won_buddhism|圆佛教|1916|用一个圆圈代替佛像当信仰核心——韩国人给佛教做了一次极简主义改造。|0:원불교일원상.jpg ;; 1:Daegu_wonbulgyo.jpg
phi_tagore_humanism|泰戈尔 · 普世人文主义|1917|民族主义是把机器当成了信仰,他更愿意相信人不分国界的相通。|0:Rabindranath_Tagore.jpg ;; 1:Rabindranath-Tagore-Mrinalini-Devi-1883.jpg ;; 2:Tagore-THU.jpg
pol_league_of_nations|国际联盟与凡尔赛体系|1919|人类第一次为永久和平设了个总部,却没给它配军队。|0:Flag_of_the_League_of_Nations_(1939).svg ;; 1:Original_Geneva_Conventions.jpg ;; 2:1st_Viscount_Bryce_1893.jpg
pol_weimar_constitution|魏玛共和国宪法|1919|当时全世界最民主的一部宪法,十几年后被合法地投票废掉。|0:Weimar_Constitution.jpg ;; 1:Weimar_Constitution.jpg ;; 2:Hugo_Preuß_1919_(cropped).jpg
pol_womens_suffrage_wave|妇女普选权修宪浪潮|1920|用了七十多年游说和示威,才换来一次修宪投票。|0:The_19th_amendment..jpg
ren_kurds|库尔德人 · 无国之族|1920|地图画了一条边界,四个国家都分到了一块库尔德斯坦。|0:Roj_emblem.svg ;; 1:Cristofano_dell'altissimo,_saladino,_ante_1568_-_Serie_Gioviana.jpg ;; 2:Nizami_Rug_Crop.jpg
phi_wittgenstein|维特根斯坦 · 语言的界限|1921|凡是能说清楚的都能说清楚,凡是说不清楚的,就该保持沉默。|0:Ludwig_Wittgenstein_4-5(cropped).jpg ;; 1:Karl_Wittgenstein.jpg ;; 2:Palais_Wittgenstein_03.jpg
rel_cao_dai|高台教|1926|把耶稣、佛陀、孔子和维克多·雨果供在同一座殿里——一次把全人类信仰合并同类项的尝试。|0:Thiên_nhãn_Cao_Đài.jpg
phi_heidegger|海德格尔 ·《存在与时间》|1927|两千年哲学一直在问存在者是什么,却没正经问过存在本身是什么。|0:1920年代的海德格尔.jpg
phi_mariategui|马里亚特吉 · 秘鲁现实七论|1928|照搬欧洲教科书解释不了秘鲁,马克思主义得先掺进土地问题。|0:José_Carlos_Mariátegui_in_1929.jpg
pol_gandhi_salt_march|甘地食盐进军|1930|走到海边捧起一把盐,就是对帝国专卖制度最响亮的犯规。|0:Marche_sel.jpg
phi_popper|波普尔 · 证伪主义|1934|再多例证也证明不了一个理论为真,一个反例却足以推翻它。|0:Karl_Popper.jpg
phi_frankfurt_school|法兰克福学派 · 批判理论|1937|工具理性把人从神话中解放出来,却又造出了新的、更精致的牢笼。|0:AdornoHorkheimerHabermasbyJeremyJShapiro2.png
pol_un_founding|联合国宪章|1945|二战刚打完,战胜国就先给自己留了一票否决权。|0:Uncharter.pdf ;; 1:President_Roosevelt_and_Winston_Churchill_seated_on_the_quarterdeck_of_HMS_PRINCE_OF_WALES_for_a_Sunday_service_during_the_Atlantic_Conference,_10_August_1941._A4816.jpg ;; 2:Original_United_Nations.jpg
pol_nuremberg_trials|纽伦堡审判|1945|第一次有法庭对"我只是服从命令"说不。|0:Color_photograph_of_judges'_bench_at_IMT.jpg ;; 1:Selection_on_the_ramp_at_Auschwitz-Birkenau,_1944_(Auschwitz_Album)_1a.jpg ;; 2:A.N._Trainin_speaks_at_the_War_Crimes_Executive_Committee.jpg
pol_india_partition|印度独立与印巴分治|1947|一条仓促画出的边界线,让同一片土地上的邻居连夜互换了国籍。|0:Brit_IndianEmpireReligions3.jpg ;; 1:Hindu_percent_1909.jpg ;; 2:Muslim_percent_1909.jpg
pol_universal_declaration|世界人权宣言|1948|一份不具法律约束力的文件,却成了此后所有人权立法的共同底本。|0:Eleanor_Roosevelt_UDHR.jpg ;; 1:FDR_in_1933.jpg
pol_chinese_revolution_1949|中华人民共和国成立|1949|内战尘埃落定,一个延续两千年的王朝式国家框架被彻底另起炉灶。|0:Flag_of_the_People's_Republic_of_China.svg ;; 1:Mao_Proclaiming_New_China.JPG ;; 2:Shanghai_Skyline_from_a_tour_boat_(Pudong).jpg
phi_arendt|阿伦特 · 极权主义的起源|1951|恶最可怕的样子不是穷凶极恶,是一个平庸官僚照章办事的面孔。|0:Hannah_Arendt_auf_dem_1._Kulturkritikerkongress,_Barbara_Niggl_Radloff,_FM-2019-1-5-9-16_(cropped).jpg ;; 1:Hannah_Arendt_1924.jpg
pol_eu_ecsc|欧洲煤钢共同体|1951|把彼此的军工原料交给对方管,是不再互相开战最朴素的保险。|0:EU-candidate_countries_map.svg ;; 1:EGKS.png
ren_refugee_convention|难民公约与庇护制度|1951|战争刚结束,世界第一次坐下来给难民这个身份定了法律。|0:Refugeeconvention.PNG
pol_algeria_independence|阿尔及利亚独立战争|1954|一场殖民地战争打到宗主国自己修改了宪法。|0:Algerian_war_collage_wikipedia.jpg ;; 1:Ligne_Morice.jpg ;; 2:Chlef_1957_-_Guerre_d'Algerie.png
pol_bandung_conference|万隆会议与不结盟运动|1955|二十九个新独立国家开会宣布:冷战的两个阵营,我们都不选。|0:Gedung.Merdeka.jpg
ren_tibetan_diaspora|藏人海外社群|1959|翻山越岭到了印度小镇,却把一整套政教体制原样搬了过去。|0:Flag_of_Tibet.svg ;; 1:LocationDharamsala.png ;; 2:Lhasa_Potala.jpg
phi_levinas|列维纳斯 · 他者的伦理学|1961|伦理学不该从自我出发,该从对方那张无法被化约的脸开始。|0:Emmanuel_Levinas.jpg
ren_guest_worker_europe|欧洲客工计划|1961|本想借用几年劳动力,结果借来了半个新德国人口。|0:Migrant_Worker_by_David_Shankbone.JPG
rel_vatican_ii|梵二会议|1965|弥撒第一次改说本地话——一场会议让天主教主动向现代世界打开大门。|0:Council_Trent.jpg ;; 1:Konzilseroeffnung_2.jpg ;; 2:Second_Vatican_Council_by_Lothar_Wolleh_005_–_unframed.jpg
pol_cultural_revolution|文化大革命|1966|一场自上而下发动的群众运动,把国家机器本身当成了革命对象。|0:Political_slogan_by_Red_Guards_on_the_campus_of_Fudan_University_1976.jpg ;; 1:1957_Mao_Zedong_on_airplane.jpg ;; 2:To_outperform_the_steelmaking_plan.jpg
phi_derrida|德里达 · 解构主义|1967|每一对非此即彼的概念背后,总有一方被悄悄压低了地位。|0:Derrida_Dibujo.jpg
phi_rawls|罗尔斯 ·《正义论》|1971|不知道自己投胎会落在哪个阶层,才能设计出真正公平的规则。|0:A_Theory_of_Justice_-_first_American_hardcover_edition.jpg
phi_foucault|福柯 · 规训与惩罚|1975|监狱不只是关人的地方,是一套训练温顺身体的技术在全社会铺开。|0:Michel_Foucault_1974_Brasil.jpg ;; 1:Philbar_4.png ;; 2:Sanzio_01_cropped.png
pol_helsinki_accords|赫尔辛基协议|1975|冷战双方在协议里悄悄塞进一条必须尊重人权,后来变成了一把钥匙。|0:Schlussakte_Helsinki_1975_(KSZE).jpg ;; 1:Bundesarchiv_Bild_183-P0801-026,_Helsinki,_KSZE-Konferenz,_Schlussakte.jpg
ren_hmong|苗人跨境离散|1975|帮错了一方打仗,战后只能带着全族翻山逃命。|0:Teng_Daiyuan.jpg ;; 1:Shencongwen001.jpg ;; 2:Soob_Lwj_Yaj.jpg
pol_iran_revolution|伊朗伊斯兰革命|1979|君主制一夜倒台,取而代之的是一套全新设计的政教合一体制。|0:Mass_demonstration_in_Iran,_date_unknown.jpg ;; 1:Persepolis_24.11.2009_11-12-14.jpg ;; 2:1979_Iranian_Revolution.jpg
ren_rohingya|罗兴亚人的无国籍|1982|一纸公民法,把一个族群从本国居民改成了法外之人。|0:MayyuKhan2024.jpg ;; 1:Displaced_Rohingya_people_in_Rakhine_State_(8280610831).jpg ;; 2:Rohingya_mujahid_surrenders_(1961).jpg
pol_apartheid_end|南非结束种族隔离|1994|关了二十七年牢的人,出狱后第一件事是邀请狱卒来谈判。|0:DFMalanPortret.jpg ;; 1:Ciskei2.jpg ;; 2:DurbanSign1989.jpg
pol_schengen_area|申根协定|1995|在一艘小客船上签的字,后来让边境检查站从半个欧洲消失。|0:Schengen_Agreement_(1985)_signatures.jpg ;; 1:SchengenGrenzeBayern-Tirol.jpg
pol_hongkong_handover|香港回归与一国两制|1997|主权移交的同时,承诺五十年内制度先不变。|0:Handover_of_Hong_Kong,_Flags_of_the_PRC_and_HKSAR.png ;; 1:Hkhist.png ;; 2:Li_Hongzhang_and_Henry_Arthur_Blake.jpg
pol_kyoto_paris_climate_gov|京都议定书与巴黎协定|1997|从规定每个国家减多少,改成让每个国家自己承诺减多少。|0:Major_greenhouse_gas_trends.png ;; 1:Carbon_Emission_by_Region_(zh).png ;; 2:AirPollutionSource.jpg
pol_internet_governance_icann|互联网治理:ICANN成立|1998|全球网址的钥匙,交给了一家美国注册的非营利公司保管。|0:Internet_map_1024_-_transparent,_inverted.png ;; 1:ICANN_Headquarters.jpg
phi_sen_capability|阿马蒂亚·森 · 以自由看待发展|1999|发展不该只看财富涨了多少,该看一个人真正能做、能成为什么。|0:Amartya_Sen_2012.jpg ;; 1:Amartya_Sen_NIH.jpg
pol_arab_spring|阿拉伯之春|2010|一个小贩自焚抗议罚款,火苗顺着社交媒体烧遍了半个中东。|0:Infobox_collage_for_MENA_protests.PNG ;; 1:Tunisia_Unrest_-_VOA_-_Tunis_14_Jan_2011_(2).jpg ;; 2:Tahrir_Square_on_February11.png
pol_eu_brexit|英国脱欧|2016|全民公投过半数,足以让一个大国从半个国家里退出会籍。|0:Brexit_crowds_in_Parliament_Square.jpg
sci_cook_circle|首越南极圈 · 库克|1773|库克三入南冰洋没见大陆,却把传说中的富饶南方大陆从地图上抹掉。|0:Captainjamescookportrait.jpg ;; 1:Melbourne_Capt_Cooks_Cottage_-_outer00.jpg ;; 2:Cooks_Karte_von_Neufundland.jpg
sci_antarctic_sighting|首见南极大陆|1820|同一年,三国船长先后望见白色海岸,"谁第一"吵了两百年。|0:Adelie_Penguins_on_iceberg.jpg ;; 1:Antarctica_surface.jpg ;; 2:Mt_Herschel,_Antarctica,_Jan_2006.jpg
sci_ross_sea|罗斯远征 · 冰障与火山|1841|帆船撞上四十多米高的冰墙,墙后竟是一座喷发中的火山。|0:James_Clark_Ross_(cropped).jpg
sci_shackleton|坚忍号 · 沙克尔顿|1915|船被浮冰碾碎,漂流七百天,二十八人一个不少地回了家。|0:Ernest_Shackleton_before_1909.jpg ;; 1:Discoveryboat.jpg ;; 2:TheSouthernParty_(cropped).jpg
sci_igy_antarctic|国际地球物理年 · 南极科学网|1957|冷战最冷的年头,十二国却在冰盖上共建观测站网。|0:Sputnik_asm.jpg
pol_antarctic_treaty|南极条约|1959|主权冻结、军事禁入、科学优先——整块大陆让给了望远镜和企鹅。|0:Antarctica_6400px_from_Blue_Marble.jpg
sci_ozone_hole|南极臭氧洞|1985|地面小站的老式仪器,揭穿了连卫星都"没看见"的天洞。|0:NASA_and_NOAA_Announce_Ozone_Hole_is_a_Double_Record_Breaker.png ;; 1:TOMS_Global_Ozone_65N-65S.png ;; 2:Min_ozone.jpg
sci_ice_core|深冰芯 · 东方站|1998|三千米冰下抽出四十二万年的大气标本,气候变化有了铁证。|0:Icecore_4.jpg
sci_oldowan|奥杜威石器工业|-2600000|两块石头一敲二百六十万年,人类第一项技术传统开机。|0:Canto_tallado_2-Guelmim-Es_Semara.jpg ;; 1:Oldowan_tradition_chopper.jpg ;; 2:Dmanisi_stone_tool_1.jpg
art_blombos|布隆伯斯洞穴刻纹|-75000|一块画着交叉线的赭石,把艺术心智前推到走出非洲之前。|0:Localisation_Blombos.jpg
rel_gobekli|哥贝克力石阵|-9600|先有神庙,后有农业——为聚会修巨石,定居可能只是副产品。|0:Göbekli_Tepe,_Urfa.jpg ;; 1:GobeklitepeHeykel.jpg ;; 2:Gobekli_Tepe_2.jpg
ren_jericho|杰里科塔楼聚落|-9000|一万一千年前的石墙与高塔,定居生活的第一份不动产。|0:Jericho_cityscape_from_wall_ruins.jpg ;; 1:Prise_de_Jéricho.jpg ;; 2:Jerico1.JPG
sci_indus_script|印度河谷印章文字|-2600|四百多个符号至今无人读懂,一个大文明保持沉默。|0:Indus_seal_impression.jpg ;; 1:Indus_script.jpg ;; 2:Stamp_seal_and_modern_impression-_unicorn_and_incense_burner_(?)_MET_DP23101_(cropped).jpg
rel_stonehenge|巨石阵|-2500|巨石对准至日的日出日落,日历、神庙与墓地兼而有之。|0:Stonehenge2007_07_30.jpg ;; 1:Trilith_Stonehenge.jpg
art_sanxingdui|三星堆青铜面具|-1200|纵目千里的青铜面具,长江流域自成一格的神权美学。|0:Sanxingdui_Bronsmask.jpg ;; 1:Shang_bronze_mask.jpg ;; 2:圆顶金面青铜人头像B.jpg
sci_antikythera|安提基特拉机械|-100|沉船里捞出的青铜齿轮箱,精密度领先其后一千四百年。|0:NAMA_Machine_d'Anticythère_1.jpg ;; 1:NAMA_Machine_d'Anticythère_4.jpg ;; 2:Fragments_of_the_Antikythera_Mechanism.jpg
art_rapanui|复活节岛石像|1250|与世隔绝的岛民竖起近千尊巨像,然后森林没了。|0:Rano_Raraku_quarry.jpg ;; 1:Priests_traveling_across_kealakekua_bay_for_first_contact_rituals.jpg ;; 2:Ahu-Akivi-1.JPG
bantu_a|班图迁徙|-1000|农业与铁器带着班图语族,铺满撒哈拉以南非洲。|0:Bantu_Phillipson.png
alex_a|亚历山大东征|-334|把希腊文化一路撒到印度门口,希腊化世界诞生。|0:Alexander_the_Great_mosaic_(cropped).jpg ;; 1:AlexanderTheGreat_Bust.jpg ;; 2:Aristotle_tutoring_Alexander.jpg
silk_a|丝绸之路|-130|货物、病菌、信仰与技术,沿一条路双向流动千年。|0:Silk_route_chinese.jpg ;; 1:介绍板_二、海陆开拓.JPG ;; 2:Ancient_Chineese_customs_post_on_Silk_Road_near_Dunhuang.jpg
paper_a|造纸术西传|751|怛罗斯之战后造纸西渐,伊斯兰与欧洲的知识加速。|0:Battle_of_Talas.png ;; 1:Umayyad750ADloc-zh.png
arab_a|阿拉伯扩张|632|一个世纪横扫三洲,把地中海变成伊斯兰之海。|0:ArabianpeninsulaAL.PNG ;; 1:Meshed_ali_usnavy_(PD).jpg ;; 2:Mohammad_adil-Rashidun-empire-at-its-peak-close.PNG
columbus_a|大航海 · 哥伦布交换|1492|两个半球重新连接,作物、白银、疾病与人重塑全球。|0:Intikawan_Amantani.jpg ;; 1:Namban-15.jpg ;; 2:New_World_Domesticated_plants.JPG
slave_a|大西洋奴隶贸易|1600|上千万非洲人被贩运,美洲种植园与现代种族观的黑暗根基。|0:Slave_Auction_Ad.jpg ;; 1:IJzeren_voetring_voor_gevangenen_transparent_background.png ;; 2:Kongo_audience.jpg
migr_atlantic_a|跨洋移民潮|1850|数千万欧洲人涌入新大陆,重塑两岸人口。|0:2023_Naturalization_Ceremony-_oath_of_citizenship_(3)_(53196381652).jpg ;; 1:White_Americans_by_National_Origin_in_the_1790_Census_(1909_CPG_and_1929_ACLS_estimates).png ;; 2:National_Origins_of_the_White_Population_of_the_USA,_1920.png
decolonize_a|去殖民化浪潮|1947|亚非拉数十国独立,全球政治版图重绘。|0:Colonization_1945.png ;; 1:Asia1899.JPG
migr_now_a|当代大迁移|2015|战争与气候推动的新一轮人口流动。|0:Wien_-_Westbahnhof,_Migranten_am_5_Sep_2015.jpg ;; 1:LE_Eithne_Operation_Triton.jpg ;; 2:Refugee_march_Hungary_2015-09-04_02.jpg
arc_indoeuropean|印欧语系西迁|-3300|颜那亚牧民的马车,把一个语系铺成半个地球的母语。|0:Indo-European_Language_Family_Branches_in_Eurasia.png ;; 1:Indo-European_distribution.png ;; 2:IE_expansion.png
arc_austronesian|南岛语族扩散|-3000|从台湾出发的独木舟,把一个语系撒满半个地球的海洋。|0:Chronological_dispersal_of_Austronesian_people_across_the_Pacific_(per_Benton_et_al,_2012,_adapted_from_Bellwood,_2011).png ;; 1:Austronesia_with_hypothetical_greatest_expansion_extent_(Blench,_2009)_01.png ;; 2:Austronesian_gene.png
arc_phoenician_expansion|腓尼基人地中海殖民|-1100|推罗商人一路西航建立殖民地,顺带把字母卖给了世界。|0:Phoenicia_map-zh.png ;; 1:Griechischen_und_phönizischen_Kolonien.jpg
arc_greek_colonization|希腊人地中海殖民潮|-750|城邦人口过剩就出海建新城,大希腊比希腊本土还大。|0:1770_Janvier_Map_of_Italy_-_Geographicus_-_Italy-janvier-1770.jpg ;; 1:Colonne_Doriche.JPG ;; 2:Metapontum_2013.JPG
arc_spice_route|印度洋香料之路|-100|季风一年一个来回,把香料群岛和地中海连成一张价格表。|0:Spices1.jpg ;; 1:Silk_route.jpg ;; 2:Vascodagama.JPG
arc_camino_santiago|圣地亚哥朝圣之路|950|一条扇贝壳指路的朝圣路,意外催生中世纪最早的旅游经济。|0:Burgos-Metal-Pilgrim-2010.jpg
arc_romani_migration|罗姆人西迁欧洲|1000|从拉贾斯坦走到巴尔干,千年后依然找不到一块承认的家园。|0:Romanis-historical-distribution.png ;; 1:Pearson,_Transylvanian_Gipsy_group.png ;; 2:Serbian_Gypsy.jpg
arc_hakka_migration|客家人南迁|1127|中原战乱一次次把移民推向南方山地,客居久了成了客家。|0:Hong_Xiuquan.jpg ;; 1:Zhang_Bishi.jpg ;; 2:Huang_Zun_Xian.jpg
arc_huihui_trebuchet|回回炮工匠东调|1271|波斯工程师造出的配重投石机,砸开了南宋最后的城墙。|0:Caerlaverock_Castle_-_replica_trebuchet_-_geograph.org.uk_-_1135461.jpg ;; 1:Kyivtrebuchet.JPG
arc_hajj_mali|曼萨·穆萨的麦加朝觐|1324|国王沿途撒金,一趟朝圣走衰了开罗的金价十年。|0:Catalan_Atlas_BNF_Sheet_6_Mansa_Musa_(cropped).jpg
arc_byzantine_scholars|拜占庭学者西迁意大利|1453|君士坦丁堡陷落前后,希腊原典随逃亡学者流入佛罗伦萨。|0:A_portion_of_Panorama_1453_siege_scene_(cropped).jpg ;; 1:Constantinople-zh.png ;; 2:Siege_constantinople_bnf_fr2691.jpg
arc_east_african_slave|东非印度洋奴隶贸易|1500|另一条奴隶贸易线,把非洲内陆人口送去印度洋世界。|0:IJzeren_voetring_voor_gevangenen_transparent_background.png ;; 1:Slave_market_Khartoum_19th_c.png ;; 2:Slaves_Zadib_Yemen_13th_century_BNF_Paris.jpg
arc_barbary_slave|巴巴里海盗掳掠欧洲|1520|被掳去北非的欧洲人超过百万,方向和课本讲的正好相反。|0:Christelijke_gevangenen_worden_op_een_plein_te_Algiers_als_slaaf_verkocht,_Jan_Luyken,_1684.jpg ;; 1:Purchase_of_Christian_captives_from_the_Barbary_States.jpg
arc_coffee_diffusion|咖啡从也门传向世界|1570|苏菲派用来提神的饮料,两百年后开成整个欧洲的咖啡馆。|0:French_School_-_Enjoying_Coffee_-_Google_Art_Project.jpg ;; 1:Palestinian_women_grinding_coffee_beans.jpg ;; 2:Bedouincoffeecup.jpg
arc_jesuit_china|耶稣会士东来传教|1580|传教士带来钟表与几何,换来了在紫禁城传教的许可。|0:利玛窦像，游文辉绘.jpg ;; 1:Ricci1.jpg ;; 2:Ricciyifu.JPG
arc_triangle_eu_af|三角贸易·军火易人路|1650|布匹与火枪运抵西非海岸,换回的是下一船的人。|0:Triangle_trade2.png
arc_triangle_am_eu|三角贸易·蔗糖归航路|1650|蔗糖、烟草与棉花运回母港,利润变成工厂与银行。|0:Triangle_trade2.png
